			Id(Bk)Syl1	Id(Bk)	MaxIOSyl1	MaxIO	*F1	*F3	*F4	*F5	*B1	*B2	*B3	*B5	*F1_B1	*F1..._B1	*F1_B2	*F1..._B2	*F1_B3	*F1..._B3	*F1_B5	*F1..._B5	*F3_B1	*F3..._B1	*F3_B2	*F3..._B2	*F3_B3	*F3..._B3	*F3_B5	*F3..._B5	*F4_B1	*F4..._B1	*F4_B2	*F4..._B2	*F4_B3	*F4..._B3	*F4_B5	*F4..._B5	*F5_B1	*F5..._B1	*F5_B2	*F5..._B2	*F5_B3	*F5..._B3	*F5_B5	*F5..._B5	*_B1F1	*_B1...F1	*_B1F3	*_B1...F3	*_B1F4	*_B1...F4	*_B1F5	*_B1...F5	*_B2F1	*_B2...F1	*_B2F3	*_B2...F3	*_B2F4	*_B2...F4	*_B2F5	*_B2...F5	*_B3F1	*_B3...F1	*_B3F3	*_B3...F3	*_B3F4	*_B3...F4	*_B3F5	*_B3...F5	*_B5F1	*_B5...F1	*_B5F3	*_B5...F3	*_B5F4	*_B5...F4	*_B5F5	*_B5...F5
Oi	Oi	 1 					 1 	 1 	 1 	 2 																																																																				
	_i				 1 	 1 				 1 																																																																				
	O_					 1 	 1 	 1 	 1 	 1 																																																																				
	__				 1 	 2 																																																																								
	OI			 1 			 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 																																
	_I			 1 	 1 	 1 					 1 	 1 	 1 	 1 																																																																
	oi		 1 	 1 						 1 			 1 	 1 																																																							 1 	 1 							 1 	 1 
	o_		 1 	 1 		 1 							 1 	 1 																																																																
	oI		 1 	 2 							 1 	 1 	 2 	 2 																																																																
Oa	Oa	 1 					 1 	 1 	 1 	 1 				 1 							 1 	 1 							 1 	 1 							 1 	 1 							 1 	 1 																																
	_a				 1 	 1 								 1 																																																																
	O_					 1 	 1 	 1 	 1 	 1 																																																																				
	__				 1 	 2 																																																																								
	OA			 1 			 1 	 2 	 2 	 2 																																																																				
	_A			 1 	 1 	 1 		 1 	 1 	 1 																																																																				
	oa		 1 	 1 									 1 	 2 																																																																
	o_		 1 	 1 		 1 							 1 	 1 																																																																
	oA		 1 	 2 				 1 	 1 	 1 			 1 	 1 																																																			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 
Ou	Ou	 1 					 1 	 1 	 1 	 1 				 1 							 1 	 1 							 1 	 1 							 1 	 1 							 1 	 1 																																
	_u				 1 	 1 								 1 																																																																
	O_					 1 	 1 	 1 	 1 	 1 																																																																				
	__				 1 	 2 																																																																								
	Oy			 1 			 1 	 2 	 2 	 2 																																																																				
	_y			 1 	 1 	 1 		 1 	 1 	 1 																																																																				
	ou		 1 	 1 									 1 	 2 																																																																
	o_		 1 	 1 		 1 							 1 	 1 																																																																
	oy		 1 	 2 				 1 	 1 	 1 			 1 	 1 																																																			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 
Ae	Ae	 1 						 1 	 2 	 2 																																																																				
	_e				 1 	 1 			 1 	 1 																																																																				
	A_					 1 		 1 	 1 	 1 																																																																				
	__				 1 	 2 																																																																								
	AE			 1 				 1 	 1 	 1 		 1 	 1 	 1 											 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 																																
	_E			 1 	 1 	 1 						 1 	 1 	 1 																																																																
	ae		 1 	 1 					 1 	 1 				 1 																																																													 1 	 1 	 1 	 1 
	a_		 1 	 1 		 1 								 1 																																																																
	aE		 1 	 2 								 1 	 1 	 2 																																																																
Ai	Ai	 1 						 1 	 1 	 2 																																																																				
	_i				 1 	 1 				 1 																																																																				
	A_					 1 		 1 	 1 	 1 																																																																				
	__				 1 	 2 																																																																								
	AI			 1 				 1 	 1 	 1 	 1 	 1 	 1 	 1 									 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 																																
	_I			 1 	 1 	 1 					 1 	 1 	 1 	 1 																																																																
	ai		 1 	 1 						 1 				 1 																																																															 1 	 1 
	a_		 1 	 1 		 1 								 1 																																																																
	aI		 1 	 2 							 1 	 1 	 1 	 2 																																																																
Aa	Aa	 1 						 1 	 1 	 1 				 1 															 1 	 1 							 1 	 1 							 1 	 1 																																
	_a				 1 	 1 								 1 																																																																
	A_					 1 		 1 	 1 	 1 																																																																				
	__				 1 	 2 																																																																								
	AA			 1 				 2 	 2 	 2 																																																																				
	_A			 1 	 1 	 1 		 1 	 1 	 1 																																																																				
	aa		 1 	 1 										 2 																																																																
	a_		 1 	 1 		 1 								 1 																																																																
	aA		 1 	 2 				 1 	 1 	 1 				 1 																																																											 1 	 1 	 1 	 1 	 1 	 1 
Au	Au	 1 						 1 	 1 	 1 				 1 															 1 	 1 							 1 	 1 							 1 	 1 																																
	_u				 1 	 1 								 1 																																																																
	A_					 1 		 1 	 1 	 1 																																																																				
	__				 1 	 2 																																																																								
	Ay			 1 				 2 	 2 	 2 																																																																				
	_y			 1 	 1 	 1 		 1 	 1 	 1 																																																																				
	au		 1 	 1 										 2 																																																																
	a_		 1 	 1 		 1 								 1 																																																																
	ay		 1 	 2 				 1 	 1 	 1 				 1 																																																											 1 	 1 	 1 	 1 	 1 	 1 
ye	ye	 1 						 1 	 2 	 2 																																																																				
	_e				 1 	 1 			 1 	 1 																																																																				
	y_					 1 		 1 	 1 	 1 																																																																				
	__				 1 	 2 																																																																								
	yE			 1 				 1 	 1 	 1 		 1 	 1 	 1 											 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 																																
	_E			 1 	 1 	 1 						 1 	 1 	 1 																																																																
	ue		 1 	 1 					 1 	 1 				 1 																																																													 1 	 1 	 1 	 1 
	u_		 1 	 1 		 1 								 1 																																																																
	uE		 1 	 2 								 1 	 1 	 2 																																																																
yi	yi	 1 						 1 	 1 	 2 																																																																				
	_i				 1 	 1 				 1 																																																																				
	y_					 1 		 1 	 1 	 1 																																																																				
	__				 1 	 2 																																																																								
	yI			 1 				 1 	 1 	 1 	 1 	 1 	 1 	 1 									 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 																																
	_I			 1 	 1 	 1 					 1 	 1 	 1 	 1 																																																																
	ui		 1 	 1 						 1 				 1 																																																															 1 	 1 
	u_		 1 	 1 		 1 								 1 																																																																
	uI		 1 	 2 							 1 	 1 	 1 	 2 																																																																
ya	ya	 1 						 1 	 1 	 1 				 1 															 1 	 1 							 1 	 1 							 1 	 1 																																
	_a				 1 	 1 								 1 																																																																
	y_					 1 		 1 	 1 	 1 																																																																				
	__				 1 	 2 																																																																								
	yA			 1 				 2 	 2 	 2 																																																																				
	_A			 1 	 1 	 1 		 1 	 1 	 1 																																																																				
	ua		 1 	 1 										 2 																																																																
	u_		 1 	 1 		 1 								 1 																																																																
	uA		 1 	 2 				 1 	 1 	 1 				 1 																																																											 1 	 1 	 1 	 1 	 1 	 1 
yu	yu	 1 						 1 	 1 	 1 				 1 															 1 	 1 							 1 	 1 							 1 	 1 																																
	_u				 1 	 1 								 1 																																																																
	y_					 1 		 1 	 1 	 1 																																																																				
	__				 1 	 2 																																																																								
	yy			 1 				 2 	 2 	 2 																																																																				
	_y			 1 	 1 	 1 		 1 	 1 	 1 																																																																				
	uu		 1 	 1 										 2 																																																																
	u_		 1 	 1 		 1 								 1 																																																																
	uy		 1 	 2 				 1 	 1 	 1 				 1 																																																											 1 	 1 	 1 	 1 	 1 	 1 
ee	ee	 1 							 2 	 2 																																																																				
	_e				 1 	 1 			 1 	 1 																																																																				
	e_					 1 			 1 	 1 																																																																				
	__				 1 	 2 																																																																								
	eE			 1 					 1 	 1 		 1 	 1 	 1 																			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 																																
	_E			 1 	 1 	 1 						 1 	 1 	 1 																																																																
	Ee		 1 	 1 					 1 	 1 		 1 	 1 	 1 																																													 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	E_		 1 	 1 		 1 						 1 	 1 	 1 																																																																
	EE		 1 	 2 								 2 	 2 	 2 																																																																
ei	ei	 1 							 1 	 2 																																																																				
	_i				 1 	 1 				 1 																																																																				
	e_					 1 			 1 	 1 																																																																				
	__				 1 	 2 																																																																								
	eI			 1 					 1 	 1 	 1 	 1 	 1 	 1 																	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 																																
	_I			 1 	 1 	 1 					 1 	 1 	 1 	 1 																																																																
	Ei		 1 	 1 						 1 		 1 	 1 	 1 																																															 1 	 1 							 1 	 1 							 1 	 1 
	E_		 1 	 1 		 1 						 1 	 1 	 1 																																																																
	EI		 1 	 2 							 1 	 2 	 2 	 2 																																																																
ea	ea	 1 							 1 	 1 				 1 																							 1 	 1 							 1 	 1 																																
	_a				 1 	 1 								 1 																																																																
	e_					 1 			 1 	 1 																																																																				
	__				 1 	 2 																																																																								
	eA			 1 				 1 	 2 	 2 																																																																				
	_A			 1 	 1 	 1 		 1 	 1 	 1 																																																																				
	Ea		 1 	 1 								 1 	 1 	 2 																																																																
	E_		 1 	 1 		 1 						 1 	 1 	 1 																																																																
	EA		 1 	 2 				 1 	 1 	 1 		 1 	 1 	 1 																																											 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 
eu	eu	 1 							 1 	 1 				 1 																							 1 	 1 							 1 	 1 																																
	_u				 1 	 1 								 1 																																																																
	e_					 1 			 1 	 1 																																																																				
	__				 1 	 2 																																																																								
	ey			 1 				 1 	 2 	 2 																																																																				
	_y			 1 	 1 	 1 		 1 	 1 	 1 																																																																				
	Eu		 1 	 1 								 1 	 1 	 2 																																																																
	E_		 1 	 1 		 1 						 1 	 1 	 1 																																																																
	Ey		 1 	 2 				 1 	 1 	 1 		 1 	 1 	 1 																																											 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 
ie	ie	 1 							 1 	 2 																																																																				
	_e				 1 	 1 			 1 	 1 																																																																				
	i_					 1 				 1 																																																																				
	__				 1 	 2 																																																																								
	iE			 1 						 1 		 1 	 1 	 1 																											 1 	 1 	 1 	 1 	 1 	 1 																																
	_E			 1 	 1 	 1 						 1 	 1 	 1 																																																																
	Ie		 1 	 1 					 1 	 1 	 1 	 1 	 1 	 1 																																					 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	I_		 1 	 1 		 1 					 1 	 1 	 1 	 1 																																																																
	IE		 1 	 2 							 1 	 2 	 2 	 2 																																																																
ii	ii	 1 								 2 																																																																				
	_i				 1 	 1 				 1 																																																																				
	i_					 1 				 1 																																																																				
	__				 1 	 2 																																																																								
	iI			 1 						 1 	 1 	 1 	 1 	 1 																									 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 																																
	_I			 1 	 1 	 1 					 1 	 1 	 1 	 1 																																																																
	Ii		 1 	 1 						 1 	 1 	 1 	 1 	 1 																																							 1 	 1 							 1 	 1 							 1 	 1 							 1 	 1 
	I_		 1 	 1 		 1 					 1 	 1 	 1 	 1 																																																																
	II		 1 	 2 							 2 	 2 	 2 	 2 																																																																
ia	ia	 1 								 1 				 1 																															 1 	 1 																																
	_a				 1 	 1 								 1 																																																																
	i_					 1 				 1 																																																																				
	__				 1 	 2 																																																																								
	iA			 1 				 1 	 1 	 2 																																																																				
	_A			 1 	 1 	 1 		 1 	 1 	 1 																																																																				
	Ia		 1 	 1 							 1 	 1 	 1 	 2 																																																																
	I_		 1 	 1 		 1 					 1 	 1 	 1 	 1 																																																																
	IA		 1 	 2 				 1 	 1 	 1 	 1 	 1 	 1 	 1 																																			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 
iu	iu	 1 								 1 				 1 																															 1 	 1 																																
	_u				 1 	 1 								 1 																																																																
	i_					 1 				 1 																																																																				
	__				 1 	 2 																																																																								
	iy			 1 				 1 	 1 	 2 																																																																				
	_y			 1 	 1 	 1 		 1 	 1 	 1 																																																																				
	Iu		 1 	 1 							 1 	 1 	 1 	 2 																																																																
	I_		 1 	 1 		 1 					 1 	 1 	 1 	 1 																																																																
	Iy		 1 	 2 				 1 	 1 	 1 	 1 	 1 	 1 	 1 																																			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 
Ee	Ee	 1 							 1 	 1 		 1 	 1 	 1 																																													 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	_e				 1 	 1 			 1 	 1 																																																																				
	E_					 1 						 1 	 1 	 1 																																																																
	__				 1 	 2 																																																																								
	EE			 1 								 2 	 2 	 2 																																																																
	_E			 1 	 1 	 1 						 1 	 1 	 1 																																																																
	ee		 1 	 1 					 2 	 2 																																																																				
	e_		 1 	 1 		 1 			 1 	 1 																																																																				
	eE		 1 	 2 					 1 	 1 		 1 	 1 	 1 																			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 																																
Ei	Ei	 1 								 1 		 1 	 1 	 1 																																															 1 	 1 							 1 	 1 							 1 	 1 
	_i				 1 	 1 				 1 																																																																				
	E_					 1 						 1 	 1 	 1 																																																																
	__				 1 	 2 																																																																								
	EI			 1 							 1 	 2 	 2 	 2 																																																																
	_I			 1 	 1 	 1 					 1 	 1 	 1 	 1 																																																																
	ei		 1 	 1 					 1 	 2 																																																																				
	e_		 1 	 1 		 1 			 1 	 1 																																																																				
	eI		 1 	 2 					 1 	 1 	 1 	 1 	 1 	 1 																	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 																																
Ea	Ea	 1 										 1 	 1 	 2 																																																																
	_a				 1 	 1 								 1 																																																																
	E_					 1 						 1 	 1 	 1 																																																																
	__				 1 	 2 																																																																								
	EA			 1 				 1 	 1 	 1 		 1 	 1 	 1 																																											 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 
	_A			 1 	 1 	 1 		 1 	 1 	 1 																																																																				
	ea		 1 	 1 					 1 	 1 				 1 																							 1 	 1 							 1 	 1 																																
	e_		 1 	 1 		 1 			 1 	 1 																																																																				
	eA		 1 	 2 				 1 	 2 	 2 																																																																				
Eu	Eu	 1 										 1 	 1 	 2 																																																																
	_u				 1 	 1 								 1 																																																																
	E_					 1 						 1 	 1 	 1 																																																																
	__				 1 	 2 																																																																								
	Ey			 1 				 1 	 1 	 1 		 1 	 1 	 1 																																											 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 
	_y			 1 	 1 	 1 		 1 	 1 	 1 																																																																				
	eu		 1 	 1 					 1 	 1 				 1 																							 1 	 1 							 1 	 1 																																
	e_		 1 	 1 		 1 			 1 	 1 																																																																				
	ey		 1 	 2 				 1 	 2 	 2 																																																																				
oe	oe	 1 							 1 	 1 			 1 	 1 																																																					 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	_e				 1 	 1 			 1 	 1 																																																																				
	o_					 1 							 1 	 1 																																																																
	__				 1 	 2 																																																																								
	oE			 1 								 1 	 2 	 2 																																																																
	_E			 1 	 1 	 1 						 1 	 1 	 1 																																																																
	Oe		 1 	 1 			 1 	 1 	 2 	 2 																																																																				
	O_		 1 	 1 		 1 	 1 	 1 	 1 	 1 																																																																				
	OE		 1 	 2 			 1 	 1 	 1 	 1 		 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 																																
oi	oi	 1 								 1 			 1 	 1 																																																							 1 	 1 							 1 	 1 
	_i				 1 	 1 				 1 																																																																				
	o_					 1 							 1 	 1 																																																																
	__				 1 	 2 																																																																								
	oI			 1 							 1 	 1 	 2 	 2 																																																																
	_I			 1 	 1 	 1 					 1 	 1 	 1 	 1 																																																																
	Oi		 1 	 1 			 1 	 1 	 1 	 2 																																																																				
	O_		 1 	 1 		 1 	 1 	 1 	 1 	 1 																																																																				
	OI		 1 	 2 			 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 																																
oa	oa	 1 											 1 	 2 																																																																
	_a				 1 	 1 								 1 																																																																
	o_					 1 							 1 	 1 																																																																
	__				 1 	 2 																																																																								
	oA			 1 				 1 	 1 	 1 			 1 	 1 																																																			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 
	_A			 1 	 1 	 1 		 1 	 1 	 1 																																																																				
	Oa		 1 	 1 			 1 	 1 	 1 	 1 				 1 							 1 	 1 							 1 	 1 							 1 	 1 							 1 	 1 																																
	O_		 1 	 1 		 1 	 1 	 1 	 1 	 1 																																																																				
	OA		 1 	 2 			 1 	 2 	 2 	 2 																																																																				
ou	ou	 1 											 1 	 2 																																																																
	_u				 1 	 1 								 1 																																																																
	o_					 1 							 1 	 1 																																																																
	__				 1 	 2 																																																																								
	oy			 1 				 1 	 1 	 1 			 1 	 1 																																																			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 
	_y			 1 	 1 	 1 		 1 	 1 	 1 																																																																				
	Ou		 1 	 1 			 1 	 1 	 1 	 1 				 1 							 1 	 1 							 1 	 1 							 1 	 1 							 1 	 1 																																
	O_		 1 	 1 		 1 	 1 	 1 	 1 	 1 																																																																				
	Oy		 1 	 2 			 1 	 2 	 2 	 2 																																																																				
ae	ae	 1 							 1 	 1 				 1 																																																													 1 	 1 	 1 	 1 
	_e				 1 	 1 			 1 	 1 																																																																				
	a_					 1 								 1 																																																																
	__				 1 	 2 																																																																								
	aE			 1 								 1 	 1 	 2 																																																																
	_E			 1 	 1 	 1 						 1 	 1 	 1 																																																																
	Ae		 1 	 1 				 1 	 2 	 2 																																																																				
	A_		 1 	 1 		 1 		 1 	 1 	 1 																																																																				
	AE		 1 	 2 				 1 	 1 	 1 		 1 	 1 	 1 											 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 																																
ai	ai	 1 								 1 				 1 																																																															 1 	 1 
	_i				 1 	 1 				 1 																																																																				
	a_					 1 								 1 																																																																
	__				 1 	 2 																																																																								
	aI			 1 							 1 	 1 	 1 	 2 																																																																
	_I			 1 	 1 	 1 					 1 	 1 	 1 	 1 																																																																
	Ai		 1 	 1 				 1 	 1 	 2 																																																																				
	A_		 1 	 1 		 1 		 1 	 1 	 1 																																																																				
	AI		 1 	 2 				 1 	 1 	 1 	 1 	 1 	 1 	 1 									 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 																																
aa	aa	 1 												 2 																																																																
	_a				 1 	 1 								 1 																																																																
	a_					 1 								 1 																																																																
	__				 1 	 2 																																																																								
	aA			 1 				 1 	 1 	 1 				 1 																																																											 1 	 1 	 1 	 1 	 1 	 1 
	_A			 1 	 1 	 1 		 1 	 1 	 1 																																																																				
	Aa		 1 	 1 				 1 	 1 	 1 				 1 															 1 	 1 							 1 	 1 							 1 	 1 																																
	A_		 1 	 1 		 1 		 1 	 1 	 1 																																																																				
	AA		 1 	 2 				 2 	 2 	 2 																																																																				
au	au	 1 												 2 																																																																
	_u				 1 	 1 								 1 																																																																
	a_					 1 								 1 																																																																
	__				 1 	 2 																																																																								
	ay			 1 				 1 	 1 	 1 				 1 																																																											 1 	 1 	 1 	 1 	 1 	 1 
	_y			 1 	 1 	 1 		 1 	 1 	 1 																																																																				
	Au		 1 	 1 				 1 	 1 	 1 				 1 															 1 	 1 							 1 	 1 							 1 	 1 																																
	A_		 1 	 1 		 1 		 1 	 1 	 1 																																																																				
	Ay		 1 	 2 				 2 	 2 	 2 																																																																				
ue	ue	 1 							 1 	 1 				 1 																																																													 1 	 1 	 1 	 1 
	_e				 1 	 1 			 1 	 1 																																																																				
	u_					 1 								 1 																																																																
	__				 1 	 2 																																																																								
	uE			 1 								 1 	 1 	 2 																																																																
	_E			 1 	 1 	 1 						 1 	 1 	 1 																																																																
	ye		 1 	 1 				 1 	 2 	 2 																																																																				
	y_		 1 	 1 		 1 		 1 	 1 	 1 																																																																				
	yE		 1 	 2 				 1 	 1 	 1 		 1 	 1 	 1 											 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 																																
ui	ui	 1 								 1 				 1 																																																															 1 	 1 
	_i				 1 	 1 				 1 																																																																				
	u_					 1 								 1 																																																																
	__				 1 	 2 																																																																								
	uI			 1 							 1 	 1 	 1 	 2 																																																																
	_I			 1 	 1 	 1 					 1 	 1 	 1 	 1 																																																																
	yi		 1 	 1 				 1 	 1 	 2 																																																																				
	y_		 1 	 1 		 1 		 1 	 1 	 1 																																																																				
	yI		 1 	 2 				 1 	 1 	 1 	 1 	 1 	 1 	 1 									 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 																																
ua	ua	 1 												 2 																																																																
	_a				 1 	 1 								 1 																																																																
	u_					 1 								 1 																																																																
	__				 1 	 2 																																																																								
	uA			 1 				 1 	 1 	 1 				 1 																																																											 1 	 1 	 1 	 1 	 1 	 1 
	_A			 1 	 1 	 1 		 1 	 1 	 1 																																																																				
	ya		 1 	 1 				 1 	 1 	 1 				 1 															 1 	 1 							 1 	 1 							 1 	 1 																																
	y_		 1 	 1 		 1 		 1 	 1 	 1 																																																																				
	yA		 1 	 2 				 2 	 2 	 2 																																																																				
uu	uu	 1 												 2 																																																																
	_u				 1 	 1 								 1 																																																																
	u_					 1 								 1 																																																																
	__				 1 	 2 																																																																								
	uy			 1 				 1 	 1 	 1 				 1 																																																											 1 	 1 	 1 	 1 	 1 	 1 
	_y			 1 	 1 	 1 		 1 	 1 	 1 																																																																				
	yu		 1 	 1 				 1 	 1 	 1 				 1 															 1 	 1 							 1 	 1 							 1 	 1 																																
	y_		 1 	 1 		 1 		 1 	 1 	 1 																																																																				
	yy		 1 	 2 				 2 	 2 	 2 																																																																				
Oee	Oee	 1 					 1 	 1 	 3 	 3 																																																																				
	_ee				 1 	 1 			 2 	 2 																																																																				
	O_e					 1 	 1 	 1 	 2 	 2 																																																																				
	__e				 1 	 2 			 1 	 1 																																																																				
	O__					 2 	 1 	 1 	 1 	 1 																																																																				
	___				 1 	 3 																																																																								
	OeE			 1 			 1 	 1 	 2 	 2 		 1 	 1 	 1 				 1 		 1 		 1 				 1 		 1 		 1 			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 																																
	_eE			 1 	 1 	 1 			 1 	 1 		 1 	 1 	 1 																			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 																																
	O_E			 1 		 1 	 1 	 1 	 1 	 1 		 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 			 1 	 1 	 1 	 1 	 1 	 1 																																
	__E			 1 	 1 	 2 						 1 	 1 	 1 																																																																
